item_id,agreed_values,n_annotators
306,"[('Pandemie', (), 'Inflation'), ('Löhne', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')]",2
307,"[('Pandemie', (), 'Inflation'), ('Krieg', (), 'Inflation'), ('Nachfrage (Rest)', (), 'Inflation')]",2
309,"[('Politisches Missmanagement', (), 'Inflation')]",2
311,"[('Geldpolitik', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')]",2
312,"[('Pandemie', (), 'Inflation'), ('Krieg', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation'), ('Preistreiberei', (), 'Inflation')]",2
313,"[('Pandemie', (), 'Inflation'), ('Krieg', (), 'Inflation')]",2
314,"[('Löhne', (), 'Inflation'), ('Krieg', (), 'Hohe Energiepreise'), ('Hohe Energiepreise', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')]",2
316,"[('Krieg', (), 'Inflation'), ('Politisches Missmanagement', (), 'Inflation')]",2
318,"[('Politisches Missmanagement', (), 'Inflation')]",2
320,"[('Krieg', (), 'Inflation')]",2
321,"[('Pandemie', (), 'Angebot (Rest)'), ('Pandemie', (), 'Aufgestaute Nachfrage'), ('Angebot (Rest)', (), 'Inflation'), ('Pandemie', (), 'Lieferkettenprobleme'), ('Aufgestaute Nachfrage', (), 'Inflation')]",2
322,"[('Ökonomische Krise', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation')]",2
323,"[('Hohe Energiepreise', (), 'Inflation')]",2
324,"[('Steuererhöhungen', (), 'Inflation'), ('Krieg', (), 'Inflation'), ('Löhne', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation')]",2
325,"[('Löhne', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation')]",2
328,"[('Krieg', (), 'Preistreiberei'), ('Preistreiberei', (), 'Inflation')]",2
330,"[('Hohe Energiepreise', (), 'Inflation'), ('Krieg', (), 'Hohe Energiepreise')]",2
332,"[('Ökonomische Krise', (), 'Inflation'), ('Krieg', (), 'Ökonomische Krise')]",2
333,"[('Pandemie', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation'), ('Krieg', (), 'Hohe Energiepreise'), ('Angebot (Rest)', (), 'Inflation')]",2
334,"[('Nachfrage (Rest)', (), 'Inflation'), ('Angebot (Rest)', (), 'Nachfrage (Rest)')]",2
335,"[('Krieg', (), 'Inflation')]",2
336,"[('Angebot (Rest)', (), 'Inflation'), ('Geopolitik', (), 'Inflation'), ('Geldpolitik', (), 'Inflation')]",2
337,"[('Pandemie', (), 'Inflation'), ('Krieg', (), 'Inflation')]",2
338,"[('Krieg', (), 'Geopolitik')]",2
339,"[('Steuererhöhungen', (), 'Inflation'), ('Löhne', (), 'Inflation'), ('Wohnraum', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation')]",2
340,"[('Löhne', (), 'Inflation'), ('Krieg', (), 'Hohe Energiepreise'), ('Hohe Energiepreise', (), 'Inflation')]",2
341,"[('Preistreiberei', (), 'Inflation')]",2
342,"[('Ökonomische Krise', (), 'Inflation')]",2
343,"[('Hohe Energiepreise', (), 'Inflation'), ('Geopolitik', (), 'Inflation'), ('Krieg', (), 'Hohe Energiepreise')]",2
344,"[('Steuererhöhungen', (), 'Inflation'), ('Lebensmittelpreise', (), 'Inflation')]",2
345,"[('Krieg', (), 'Inflation'), ('Klimawandel', (), 'Inflation')]",2
346,"[('Geopolitik', (), 'Inflation'), ('Politisches Missmanagement', (), 'Inflation')]",2
347,"[('Lieferkettenprobleme', (), 'Inflation'), ('Löhne', (), 'Inflation'), ('Inflation', (), 'Löhne')]",2
349,"[('Ökonomische Krise', (), 'Inflation')]",2
350,"[('Pandemie', (), 'Inflation'), ('Migration', (), 'Inflation'), ('Staatsausgaben', (), 'Inflation'), ('Politisches Missmanagement', (), 'Inflation')]",2
351,"[('Staatsausgaben', (), 'Inflation')]",2
352,"[('Krieg', (), 'Inflation'), ('Politisches Missmanagement', (), 'Inflation')]",2
353,"[('Pandemie', (), 'Inflation'), ('Krieg', (), 'Inflation')]",2
356,"[('Lebensmittelpreise', (), 'Inflation'), ('Wohnraum', (), 'Inflation')]",2
357,"[('Krieg', (), 'Inflation'), ('Preistreiberei', (), 'Inflation')]",2
358,"[('Krieg', (), 'Inflation')]",2
359,"[('Krieg', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation')]",2
360,"[('Steuererhöhungen', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation'), ('Preistreiberei', (), 'Inflation'), ('Politisches Missmanagement', (), 'Inflation')]",2
361,"[('Steuererhöhungen', (), 'Inflation'), ('Krieg', (), 'Hohe Energiepreise'), ('Angebot (Rest)', (), 'Inflation')]",2
362,"[('Krieg', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation')]",2
363,"[('Ökonomische Krise', (), 'Inflation'), ('Geldpolitik', (), 'Inflation')]",2
364,"[('Krieg', (), 'Inflation'), ('Staatsausgaben', (), 'Inflation')]",2
367,"[('Pandemie', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation')]",2
368,"[('Lebensmittelpreise', (), 'Inflation')]",2
369,"[('Ökonomische Krise', (), 'Inflation'), ('Ökonomische Krise', (), 'Hohe Energiepreise'), ('Hohe Energiepreise', (), 'Ökonomische Krise'), ('Hohe Energiepreise', (), 'Inflation')]",2
370,"[('Migration', (), 'Inflation'), ('Politisches Missmanagement', (), 'Inflation'), ('Pandemie', (), 'Inflation'), ('Krieg', (), 'Inflation'), ('Geopolitik', (), 'Inflation')]",2
371,"[('Klimawandel', (), 'Inflation')]",2
372,"[('Hohe Energiepreise', (), 'Inflation')]",2
373,"[('Pandemie', (), 'Inflation'), ('Krieg', (), 'Inflation')]",2
374,"[('Pandemie', (), 'Lieferkettenprobleme'), ('Angebot (Rest)', (), 'Inflation')]",2
375,"[('Pandemie', (), 'Angebot (Rest)'), ('Politisches Missmanagement', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation'), ('Pandemie', (), 'Lieferkettenprobleme'), ('Lieferkettenprobleme', (), 'Inflation')]",2
377,"[('Krieg', (), 'Inflation')]",2
379,"[('Steuererhöhungen', (), 'Inflation'), ('Krieg', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation')]",2
380,"[('Krieg', (), 'Inflation')]",2
381,"[('Lieferkettenprobleme', (), 'Inflation'), ('Krieg', (), 'Inflation'), ('Krieg', (), 'Lieferkettenprobleme'), ('Politisches Missmanagement', (), 'Inflation')]",2
382,"[('Politisches Missmanagement', (), 'Inflation')]",2
383,"[('Nachfrage (Rest)', (), 'Inflation'), ('Pandemie', (), 'Inflation')]",2
384,"[('Steuererhöhungen', (), 'Inflation'), ('Politisches Missmanagement', (), 'Inflation')]",2
385,"[('Politisches Missmanagement', (), 'Arbeitskräftemangel'), ('Staatsausgaben', (), 'Inflation'), ('Ökonomische Krise', (), 'Inflation'), ('Pandemie', (), 'Inflation'), ('Krieg', (), 'Inflation'), ('Arbeitskräftemangel', (), 'Inflation')]",2
386,"[('Hohe Energiepreise', (), 'Angebot (Rest)'), ('Angebot (Rest)', (), 'Inflation')]",2
387,"[('Krieg', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation')]",2
388,"[('Lebensmittelpreise', (), 'Inflation'), ('Nachfrage (Rest)', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')]",2
389,"[('Krieg', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation'), ('Geopolitik', (), 'Inflation')]",2
390,"[('Migration', (), 'Inflation'), ('Krieg', (), 'Inflation')]",2
391,"[('Migration', (), 'Inflation')]",2
392,"[('Hohe Energiepreise', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')]",2
393,"[('Pandemie', (), 'Inflation'), ('Krieg', (), 'Inflation'), ('Klimawandel', (), 'Inflation')]",2
394,"[('Krieg', (), 'Inflation')]",2
395,"[('Nachfrage (Rest)', (), 'Inflation')]",2
396,"[('Lebensmittelpreise', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation'), ('Krieg', (), 'Geopolitik')]",2
400,"[('Ökonomische Krise', (), 'Inflation')]",2
402,"[('Lebensmittelpreise', (), 'Inflation'), ('Steuererhöhungen', (), 'Lebensmittelpreise')]",2
404,"[('Lebensmittelpreise', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation'), ('Wohnraum', (), 'Inflation')]",2
405,"[('Pandemie', (), 'Inflation'), ('Krieg', (), 'Inflation')]",2
406,"[('Krieg', (), 'Inflation'), ('Klimawandel', (), 'Inflation')]",2
410,"[('Lebensmittelpreise', (), 'Inflation'), ('Hohe Energiepreise', (), 'Angebot (Rest)'), ('Angebot (Rest)', (), 'Inflation')]",2
412,"[('Pandemie', (), 'Inflation'), ('Krieg', (), 'Inflation')]",2
413,"[('Politisches Missmanagement', (), 'Hohe Energiepreise'), ('Krieg', (), 'Politisches Missmanagement'), ('Hohe Energiepreise', (), 'Inflation')]",2
414,"[('Zölle', (), 'Inflation')]",2
415,"[('Hohe Energiepreise', (), 'Inflation'), ('Klimawandel', (), 'Inflation'), ('Krieg', (), 'Hohe Energiepreise')]",2
416,"[('Pandemie', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation')]",2
417,"[('Lieferkettenprobleme', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation'), ('Geldpolitik', (), 'Inflation')]",2
419,"[('Löhne', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation')]",2
420,"[('Hohe Energiepreise', (), 'Inflation')]",2
421,"[('Pandemie', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation'), ('Politisches Missmanagement', (), 'Geopolitik')]",2
422,"[('Preistreiberei', (), 'Inflation'), ('Löhne', (), 'Inflation'), ('Krieg', (), 'Hohe Energiepreise'), ('Hohe Energiepreise', (), 'Inflation')]",2
426,"[('Lebensmittelpreise', (), 'Inflation')]",2
427,"[('Angebot (Rest)', (), 'Inflation')]",2
428,"[('Nachfrage (Rest)', (), 'Inflation'), ('Klimawandel', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')]",2
429,"[('Ökonomische Krise', (), 'Inflation')]",2
430,"[('Hohe Energiepreise', (), 'Inflation')]",2
431,"[('Krieg', (), 'Inflation')]",2
432,"[('Ökonomische Krise', (), 'Inflation'), ('Krieg', (), 'Inflation')]",2
433,"[('Krieg', (), 'Inflation'), ('Klimawandel', (), 'Inflation'), ('Preistreiberei', (), 'Inflation'), ('Inflation', (), 'Preistreiberei')]",2
435,"[('Angebot (Rest)', (), 'Inflation')]",2
436,"[('Hohe Energiepreise', (), 'Inflation'), ('Krieg', (), 'Hohe Energiepreise')]",2
437,"[('Krieg', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')]",2
439,"[('Steuererhöhungen', (), 'Inflation'), ('Migration', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation'), ('Krieg', (), 'Hohe Energiepreise')]",2
442,"[('Krieg', (), 'Angebot (Rest)'), ('Hohe Energiepreise', (), 'Inflation'), ('Krieg', (), 'Hohe Energiepreise'), ('Angebot (Rest)', (), 'Inflation')]",2
443,"[('Pandemie', (), 'Ökonomische Krise'), ('Geopolitik', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation'), ('Geopolitik', (), 'Hohe Energiepreise')]",2
444,"[('Politisches Missmanagement', (), 'Inflation')]",2
445,"[('Pandemie', (), 'Angebot (Rest)'), ('Krieg', (), 'Angebot (Rest)'), ('Angebot (Rest)', (), 'Inflation'), ('Pandemie', (), 'Lieferkettenprobleme'), ('Krieg', (), 'Lieferkettenprobleme')]",2
446,"[('Lieferkettenprobleme', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation')]",2
447,"[('Lebensmittelpreise', (), 'Inflation'), ('Migration', (), 'Inflation'), ('Hohe Energiepreise', (), 'Lebensmittelpreise')]",2
449,"[('Hohe Energiepreise', (), 'Angebot (Rest)'), ('Angebot (Rest)', (), 'Inflation')]",2
450,"[('Krieg', (), 'Inflation')]",2
451,"[('Geldpolitik', (), 'Inflation')]",2
453,"[('Lebensmittelpreise', (), 'Inflation')]",2
455,"[('Hohe Energiepreise', (), 'Inflation')]",2
457,"[('Lieferkettenprobleme', (), 'Inflation'), ('Geopolitik', (), 'Lieferkettenprobleme'), ('Krieg', (), 'Geopolitik')]",2
459,"[('Ökonomische Krise', (), 'Inflation')]",2
461,"[('Krieg', (), 'Inflation'), ('Löhne', (), 'Inflation'), ('Klimawandel', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation')]",2
463,"[('Krieg', (), 'Hohe Energiepreise')]",2
464,"[('Lebensmittelpreise', (), 'Inflation'), ('Preistreiberei', (), 'Lebensmittelpreise'), ('Hohe Energiepreise', (), 'Inflation')]",2
466,"[('Krieg', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')]",2
467,"[('Ökonomische Krise', (), 'Inflation'), ('Pandemie', (), 'Inflation'), ('Krieg', (), 'Inflation'), ('Politisches Missmanagement', (), 'Inflation')]",2
468,"[('Pandemie', (), 'Inflation'), ('Krieg', (), 'Inflation'), ('Politisches Missmanagement', (), 'Inflation')]",2
469,"[('Lieferkettenprobleme', (), 'Inflation')]",2
470,"[('Pandemie', (), 'Inflation')]",2
471,"[('Lebensmittelpreise', (), 'Inflation'), ('Krieg', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation')]",2
472,"[('Lebensmittelpreise', (), 'Inflation')]",2
473,"[('Krieg', (), 'Inflation')]",2
474,"[('Pandemie', (), 'Inflation'), ('Krieg', (), 'Inflation')]",2
475,"[('Löhne', (), 'Inflation'), ('Krieg', (), 'Hohe Energiepreise'), ('Hohe Energiepreise', (), 'Inflation')]",2
478,"[('Lebensmittelpreise', (), 'Inflation'), ('Krieg', (), 'Inflation'), ('Löhne', (), 'Inflation')]",2
479,"[('Hohe Energiepreise', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')]",2
480,"[('Hohe Energiepreise', (), 'Inflation')]",2
482,"[('Migration', (), 'Inflation')]",2
483,"[('Geldpolitik', (), 'Inflation')]",2
485,"[('Pandemie', (), 'Inflation'), ('Migration', (), 'Inflation')]",2
486,"[('Hohe Energiepreise', (), 'Inflation')]",2
488,"[('Lieferkettenprobleme', (), 'Angebot (Rest)'), ('Nachfrage (Rest)', (), 'Inflation'), ('Löhne', (), 'Nachfrage (Rest)'), ('Angebot (Rest)', (), 'Inflation')]",2
489,"[('Steuererhöhungen', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation')]",2
490,"[('Krieg', (), 'Inflation'), ('Klimawandel', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')]",2
491,"[('Pandemie', (), 'Inflation'), ('Krieg', (), 'Inflation')]",2
492,"[('Pandemie', (), 'Inflation'), ('Krieg', (), 'Inflation')]",2
493,"[('Preistreiberei', (), 'Inflation'), ('Hohe Energiepreise', (), 'Preistreiberei')]",2
494,"[('Lebensmittelpreise', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation')]",2
495,"[('Lebensmittelpreise', (), 'Inflation'), ('Krieg', (), 'Staatsausgaben'), ('Hohe Energiepreise', (), 'Inflation')]",2
496,"[('Ökonomische Krise', (), 'Geldpolitik'), ('Pandemie', (), 'Ökonomische Krise'), ('Geldpolitik', (), 'Inflation')]",2
497,"[('Krieg', (), 'Inflation'), ('Politisches Missmanagement', (), 'Inflation')]",2
499,"[('Steuererhöhungen', (), 'Inflation')]",2
500,"[('Arbeitskräftemangel', (), 'Inflation'), ('Klimawandel', (), 'Angebot (Rest)'), ('Angebot (Rest)', (), 'Inflation')]",2
501,"[('Krieg', (), 'Inflation')]",2
502,"[('Pandemie', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation')]",2
504,"[('Krieg', (), 'Inflation')]",2
505,"[('Pandemie', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation')]",2
506,"[('Ökonomische Krise', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')]",2
508,"[('Migration', (), 'Inflation')]",2
509,"[('Lieferkettenprobleme', (), 'Angebot (Rest)'), ('Pandemie', (), 'Inflation'), ('Krieg', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')]",2
510,"[('Angebot (Rest)', (), 'Inflation')]",2
511,"[('Krieg', (), 'Inflation'), ('Wechselkurse', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')]",2
513,"[('Krieg', (), 'Inflation'), ('Klimawandel', (), 'Inflation')]",2
515,"[('Krieg', (), 'Inflation'), ('Preistreiberei', (), 'Inflation'), ('Politisches Missmanagement', (), 'Inflation')]",2
516,"[('Angebot (Rest)', (), 'Inflation'), ('Lieferkettenprobleme', (), 'Angebot (Rest)'), ('Hohe Energiepreise', (), 'Inflation'), ('Lebensmittelpreise', (), 'Inflation'), ('Geldpolitik', (), 'Inflation')]",2
517,"[('Staatsausgaben', (), 'Inflation'), ('Politisches Missmanagement', (), 'Staatsausgaben'), ('Geldpolitik', (), 'Inflation')]",2
518,"[('Ökonomische Krise', (), 'Inflation')]",2
519,"[('Lebensmittelpreise', (), 'Inflation'), ('Krieg', (), 'Inflation'), ('Klimawandel', (), 'Inflation')]",2
520,"[('Angebot (Rest)', (), 'Inflation'), ('Ökonomische Krise', (), 'Inflation'), ('Pandemie', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation'), ('Hohe Staatsschulden', (), 'Inflation')]",2
521,"[('Hohe Energiepreise', (), 'Inflation'), ('Krieg', (), 'Hohe Energiepreise')]",2
523,"[('Hohe Energiepreise', (), 'Inflation')]",2
524,"[('Pandemie', (), 'Inflation'), ('Migration', (), 'Inflation'), ('Krieg', (), 'Inflation')]",2
525,"[('Geopolitik', (), 'Lieferkettenprobleme'), ('Krieg', (), 'Geopolitik')]",2
526,"[('Krieg', (), 'Inflation')]",2
529,"[('Krieg', (), 'Inflation')]",2
530,"[('Ökonomische Krise', (), 'Inflation'), ('Pandemie', (), 'Ökonomische Krise')]",2
531,"[('Lebensmittelpreise', (), 'Inflation'), ('Hohe Energiepreise', (), 'Angebot (Rest)'), ('Angebot (Rest)', (), 'Inflation')]",2
534,"[('Krieg', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation')]",2
535,"[('Wohnraum', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation'), ('Löhne', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation'), ('Lebensmittelpreise', (), 'Inflation')]",2
536,"[('Pandemie', (), 'Inflation'), ('Krieg', (), 'Inflation')]",2
538,"[('Lebensmittelpreise', (), 'Inflation'), ('Hohe Energiepreise', (), 'Lebensmittelpreise')]",2
540,"[('Pandemie', (), 'Inflation'), ('Klimawandel', (), 'Inflation')]",2
541,"[('Pandemie', (), 'Inflation'), ('Krieg', (), 'Inflation'), ('Lieferkettenprobleme', (), 'Inflation')]",2
543,"[('Lieferkettenprobleme', (), 'Inflation'), ('Geldpolitik', (), 'Nachfrage (Rest)'), ('Pandemie', (), 'Aufgestaute Nachfrage'), ('Angebot (Rest)', (), 'Inflation')]",2
544,"[('Pandemie', (), 'Inflation')]",2
545,"[('Lieferkettenprobleme', (), 'Inflation'), ('Krieg', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation')]",2
548,"[('Angebot (Rest)', (), 'Inflation'), ('Politisches Missmanagement', (), 'Inflation')]",2
550,"[('Lebensmittelpreise', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation')]",2
551,"[('Hohe Energiepreise', (), 'Inflation')]",2
553,"[('Angebot (Rest)', (), 'Inflation'), ('Nachfrage (Rest)', (), 'Inflation'), ('Krieg', (), 'Angebot (Rest)'), ('Geldpolitik', (), 'Inflation')]",2
554,"[('Nachfrage (Rest)', (), 'Inflation'), ('Krieg', (), 'Inflation'), ('Klimawandel', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')]",2
555,"[('Krieg', (), 'Inflation'), ('Klimawandel', (), 'Inflation')]",2
556,"[('Krieg', (), 'Inflation'), ('Politisches Missmanagement', (), 'Inflation')]",2
557,"[('Inflation', (), 'Löhne'), ('Angebot (Rest)', (), 'Inflation'), ('Krieg', (), 'Inflation'), ('Löhne', (), 'Inflation'), ('Arbeitskräftemangel', (), 'Inflation'), ('Lieferkettenprobleme', (), 'Inflation')]",2
558,"[('Preistreiberei', (), 'Inflation')]",2
559,"[('Hohe Energiepreise', (), 'Inflation'), ('Geopolitik', (), 'Hohe Energiepreise'), ('Krieg', (), 'Geopolitik'), ('Geldpolitik', (), 'Inflation')]",2
560,"[('Migration', (), 'Inflation'), ('Geopolitik', (), 'Inflation'), ('Krieg', (), 'Geopolitik')]",2
561,"[('Hohe Energiepreise', (), 'Inflation'), ('Geopolitik', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')]",2
563,"[('Ökonomische Krise', (), 'Inflation')]",2
564,"[('Migration', (), 'Staatsausgaben'), ('Staatsausgaben', (), 'Inflation')]",2
565,"[('Klimawandel', (), 'Inflation')]",2
567,"[('Hohe Energiepreise', (), 'Inflation'), ('Krieg', (), 'Preistreiberei'), ('Preistreiberei', (), 'Inflation')]",2
568,"[('Hohe Energiepreise', (), 'Inflation')]",2
569,"[('Migration', (), 'Inflation'), ('Politisches Missmanagement', (), 'Inflation')]",2
570,"[('Krieg', (), 'Lieferkettenprobleme'), ('Lieferkettenprobleme', (), 'Hohe Energiepreise'), ('Klimawandel', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation')]",2
572,"[('Hohe Energiepreise', (), 'Inflation'), ('Preistreiberei', (), 'Inflation')]",2
574,"[('Hohe Energiepreise', (), 'Inflation'), ('Krieg', (), 'Hohe Energiepreise')]",2
575,"[('Krieg', (), 'Wohnraum'), ('Wohnraum', (), 'Inflation'), ('Steuererhöhungen', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation'), ('Inflation', (), 'Inflation'), ('Krieg', (), 'Hohe Energiepreise')]",2
578,"[('Löhne', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')]",2
579,"[('Angebot (Rest)', (), 'Inflation')]",2
580,"[('Preistreiberei', (), 'Angebot (Rest)'), ('Angebot (Rest)', (), 'Inflation')]",2
581,"[('Lieferkettenprobleme', (), 'Inflation')]",2
582,"[('Inflation', (), 'Inflation')]",2
583,"[('Hohe Energiepreise', (), 'Inflation')]",2
584,"[('Pandemie', (), 'Inflation'), ('Migration', (), 'Inflation'), ('Krieg', (), 'Inflation')]",2
585,"[('Politisches Missmanagement', (), 'Inflation'), ('Arbeitskräftemangel', (), 'Inflation')]",2
586,"[('Politisches Missmanagement', (), 'Inflation')]",2
587,"[('Geldpolitik', (), 'Inflation')]",2
588,"[('Krieg', (), 'Inflation')]",2
591,"[('Ökonomische Krise', (), 'Inflation'), ('Pandemie', (), 'Ökonomische Krise')]",2
593,"[('Geldpolitik', (), 'Inflation'), ('Angebot (Rest)', (), 'Inflation')]",2
596,"[('Lebensmittelpreise', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation')]",2
598,"[('Krieg', (), 'Inflation'), ('Hohe Energiepreise', (), 'Inflation'), ('Löhne', (), 'Inflation')]",2
600,"[('Ökonomische Krise', (), 'Inflation'), ('Krieg', (), 'Inflation')]",2
601,"[('Ökonomische Krise', (), 'Inflation'), ('Krieg', (), 'Inflation'), ('Politisches Missmanagement', (), 'Inflation')]",2
604,"[('Pandemie', (), 'Inflation'), ('Krieg', (), 'Inflation')]",2
605,"[('Ökonomische Krise', (), 'Inflation')]",2
